213885,-1
219050,-1
431231,-1
305277,-1
3036450692,-1
5301702532,-1
363189,-1
297788,-1
13477973892,-1
499406,-1
3166343044,-1
269243,-1
18704338820,-1
211196,-1
21697105796,-1
10143043460,-1
24478977924,-1
3190263684,-1
5136617348,-1
356946,-1
3175190404,-1
3122761604,-1
342766,-1
9594048388,-1
242978,-1
437766,-1
309038,-1
266840,-1
446887,-1
444436356,-1
7504498564,-1
540043,-1
508183,-1
296760,-1
706190,-1
388131,-1
478558,-1
325058,-1
33572622212,-1
18767515524,-1
446810,-1
355691,-1
3225653124,-1
255674,-1
499088,-1
5648781188,-1
257869,-1
337727,-1
2781253508,-1
7556534148,-1
453909,-1
3008991108,-1
32972574596,-1
3163262852,-1
32935350148,-1
6054973316,-1
7239208836,-1
2975305604,-1
426485,-1
319489,-1
4696084356,-1
12653793156,-1
344004,-1
396660,-1
256893,-1
3134492548,-1
27934560132,-1
2973405060,-1
441730,-1
9853505412,-1
354613,-1
2963967876,-1
322360,-1
2832240516,-1
2734854020,-1
2897252228,-1
284399,-1
508181,-1
308628,-1
351523,-1
410170,-1
258298,-1
3175452548,-1
483839,-1
417467,-1
33012813700,-1
3045953412,-1
3000274820,-1
397218,-1
49383706500,-1
242952,-1
3173683076,-1
3495071620,-1
311092,-1
205148,-1
8720650116,-1
3267727236,-1
9380925316,-1
33045188484,-1
429617,-1
321208,-1
591534,-1
334809,-1
327039,-1
10834382724,-1
5043097476,-1
13548883844,-1
5802594180,-1
10260483972,-1
3146223492,-1
2949156740,-1
261448,-1
312428,-1
242877,-1
378611,-1
242142,-1
233682,-1
453384,-1
361721,-1
3128594308,-1
9859141508,-1
33137332100,-1
11171237764,-1
9560625028,-1
170692484,-1
5633838980,-1
355153,-1
353341,-1
537147,-1
383492,-1
411123,-1
34836418436,-1
447775,-1
456199,-1
414254,-1
695411,-1
18704469892,-1
8475479940,-1
388180,-1
24679124868,-1
3147534212,-1
225252,-1
391791,-1
7831392132,-1
2801110916,-1
35050327940,-1
17142615940,-1
2827521924,-1
3207106436,-1
29021015940,-1
389354,-1
34860797828,-1
445336,-1
1956876164,-1
2976092036,-1
3011678084,-1
547014,-1
73348910980,-1
50698751876,-1
5158047620,-1
29049720708,-1
653989,-1
23258959748,-1
363191,-1
573953,-1
34723041156,-1
3125055364,-1
27138953092,-1
260768,-1
64653987716,-1
28160003972,-1
3095957380,-1
305660,-1
33224232836,-1
2793246596,-1
438480,-1
1836027780,-1
9265844100,-1
12644749188,-1
392429,-1
2897317764,-1
337035,-1
300442,-1
15596883844,-1
288676,-1
1134399364,-1
1822330756,-1
430831,-1
52432441220,-1
34335330180,-1
5855416196,-1
20564643716,-1
279261,-1
72217235332,-1
231317,-1
8174800772,-1
257777,-1
26438373252,-1
19318673284,-1
3190525828,-1
306410,-1
385249,-1
31805640580,-1
294119,-1
276480,-1
21140311940,-1
224335,-1
445212,-1
8257048452,-1
305659,-1
516674,-1
25106550660,-1
3160379268,-1
70938890116,-1
7798689668,-1
388130,-1
367551,-1
343520,-1
31601823620,-1
6182113156,-1
2654506884,-1
6688706436,-1
343141,-1
3211104132,-1
40804388740,-1
6561763204,-1
